ut,mission,design,trajectory,body,body_mu,body_radius,mass,thrust,available_thrust,isp,altitude,speed,g_force,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,apoapsis_altitude,periapsis_altitude,semi_major_axis,stage
8031.723593755036,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,183087.42728224152,2232.209947883394,0.0006362308049574494,-673022.8484412639,-1325.3674009353326,400330.3731229744,-1984.3385163747066,-3.715800257212265,1022.3248489056016,1148047.5979640514,-598397.4353109993,874825.081326526,0
8032.243593755047,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,184245.2517479763,2229.225201098285,0.00063256302382797,-674054.0359077405,-1327.298300520587,400861.5843966028,-1981.7684535588469,-3.7107392858451926,1020.7962696369035,1148047.5979550153,-598397.4353112197,874825.0813218978,0
8032.7635937550585,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,185401.52989743743,2226.2492470395377,0.0006289293523877859,-675083.8888762014,-1329.2265723094772,401392.002040075,-1979.2058261591385,-3.7056933349795207,1019.2724245650613,1148047.5979799733,-598397.4353112457,874825.0813343638,0
8033.28359375507,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,186556.26627305592,2223.2820352620724,0.0006253218161873519,-676112.4112031834,-1331.1522240919737,401921.628510067,-1976.6505919413676,-3.7006623181976717,1017.7532858189702,1148047.598030923,-598397.4353108894,874825.0813600167,0
8033.803593755081,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,187709.46538740548,2220.323515704235,0.0006217568297870457,-677139.606720768,-1333.0752636095058,402450.46624559537,-1974.1027089716158,-3.695646149822608,1016.2388257785061,1148047.5980222898,-598397.4353109851,874825.0813556523,0
8034.323593755093,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,188861.13172795798,2217.373638785267,0.0006182117504067719,-678165.4792400494,-1334.9956985594097,402978.5176714928,-1971.5621357412745,-3.6906447447086226,1014.7290170446925,1148047.5980040994,-598397.435311132,874825.0813464837,0
8034.843593755104,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,190011.26976147282,2214.432355271298,0.0006147043313831091,-679190.032554707,-1336.9135365998773,403505.7852009885,-1969.0288310192643,-3.685658018514351,1013.2238324340133,1148047.59793687,-598397.4353113666,874825.0813127517,0
8035.363593755115,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,191159.8839242342,2211.499616418602,0.0006112095434218645,-680213.2704325292,-1338.8287853415263,404032.2712308689,-1966.5027539899113,-3.6806858874705672,1011.7232450236158,1148047.5979221023,-598397.4353114049,874825.0813053488,0
8035.883593755127,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,192306.97862681292,2208.575373776642,0.0006077563739381731,-681235.19661939,-1340.7414523491766,404557.97814410704,-1963.983864064286,-3.6757282685713153,1010.2272280875463,1148047.5978626718,-598397.4353116864,874825.0812754928,0
8036.403593755138,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,193452.55825896445,2205.659579377791,0.0006043236935511231,-682255.8148436752,-1342.6515451535588,405082.9083120099,-1961.472121074138,-3.670785079578082,1008.7357551345331,1148047.5978469315,-598397.4353117096,874825.081267611,0
8036.923593755149,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,194596.62718238437,2202.7521855923255,0.0006009216303937137,-683275.128810857,-1344.5590712338233,405607.06408916495,-1958.967485115595,-3.665856238915373,1007.2487998948834,1148047.597849452,-598397.4353118713,874825.0812687903,0
8037.443593755161,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,195739.1897354942,2199.8531451766225,0.0005975448875688016,-684293.1422062042,-1346.4640380305325,406130.4478182527,-1956.4699166178677,-3.6609416654969893,1005.7663362923183,1148047.597853249,-598397.4353118323,874825.0812707084,0
8037.963593755172,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,196880.25023426092,2196.962411269427,0.0005941996932961047,-685309.8586962972,-1348.3664529395078,406653.0618291077,-1953.9793763160683,-3.6560412789140444,1004.2883384887084,1148047.5978520885,-598397.435311901,874825.0812700937,0
8038.483593755183,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,198019.81296599412,2194.0799374068174,0.0005908810999244452,-686325.281923092,-1350.2663233187159,407174.90843656415,-1951.4958252884487,-3.6511549996342003,1002.8147808444127,1148047.5978572795,-598397.4353117008,874825.0812727894,0
8039.003593755195,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,199157.8821982009,2191.205677474748,0.0005875877686776221,-687339.4155129201,-1352.1636564844314,407695.9899426495,-1949.0192248890621,-3.6462827486059743,1001.3456379455225,1148047.597853901,-598397.4353117022,874825.0812710995,0
8039.523593755206,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,200294.46217391104,2188.339585726309,0.000584324065130204,-688352.2630705035,-1354.0584597100599,408216.30863750854,-1946.5495367836295,-3.641424447280229,999.8808845718704,1148047.5978183425,-598397.4353119014,874825.0812532206,0
8040.023593755217,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,201385.92702065082,2185.591389028143,0.0005812072777189314,-689324.9454980801,-1355.8780067708049,408715.89782591956,-1944.181319918997,-3.6367660866486826,998.4765841042172,1148047.5977554498,-598397.4353119524,874825.0812217487,0
8040.523593755228,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,202476.0225963561,2182.8506623606436,0.0005781084182672203,-690296.4454002967,-1357.6952278419233,409214.7858685595,-1941.8194252198148,-3.632120482857977,997.0762968339413,1148047.5977516056,-598397.4353119177,874825.0812198439,0
8041.06359375524,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,203651.79212961695,2179.8990220760447,0.000574795063585043,-691344.3407164231,-1359.6552213843474,409752.7997344232,-1939.2756415932386,-3.6271174807744964,995.5684689613317,1148047.597739452,-598397.4353119688,874825.0812137416,0
8041.583593755251,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,204782.5135860492,2177.0648466580797,0.0005716251325793564,-692352.1286399299,-1361.54007285731,410270.11876356194,-1936.832966209586,-3.6223136836880268,994.1208610635442,1148047.5977762241,-598397.4353119188,874825.0812321526,0
8042.103593755262,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,205911.76648827933,2174.2386178812053,0.0005684851785190403,-693358.648123527,-1363.4224298851398,410786.68614726514,-1934.3970174527237,-3.6175234567135455,992.6775205876377,1148047.5978325717,-598397.4353117384,874825.0812604167,0
8042.603593755273,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,206996.20549088484,2171.528543624612,0.0005654935375787318,-694325.2623673995,-1365.2300427393059,411282.67877708946,-1932.0610684823093,-3.612930196715585,991.2936952118782,1148047.5978173153,-598397.4353117399,874825.0812527877,0
8043.123593755285,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,208122.58966624702,2168.7177760909453,0.0005623992183245718,-695329.3038694274,-1367.1075272249848,411797.7781950118,-1929.638208292835,-3.608166371084805,989.85865585179,1148047.5978012881,-598397.4353118149,874825.0812447366,0
8043.643593755296,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,209247.51737750124,2165.9148270312594,0.0005593350506387651,-696332.0872074555,-1368.9825379957479,412312.13248432125,-1927.2219672843405,-3.60341589573592,988.4278133300427,1148047.5977780318,-598397.4353118489,874825.0812330914,0
8044.163593755307,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,210370.99266190233,2163.1196538774334,0.0005562889855355024,-697333.61581285,-1370.8550819742504,412825.74382123747,-1924.8123097695247,-3.598678697734101,987.0011442050939,1148047.5978062074,-598397.4353116913,874825.0812472581,0
8044.683593755319,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,211493.01953545422,2160.332214316522,0.0005532701616175473,-698333.8930990883,-1372.7251660450413,413338.614370178,-1922.4092002603043,-3.593954704338133,985.5786252034115,1148047.5977982217,-598397.435311762,874825.0812432298,0
8045.20359375533,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,212613.60199581785,2157.552466449257,0.0005502694984897971,-699332.9224649612,-1374.5927970587122,413850.74628406356,-1920.012603632183,-3.589243843967637,984.1602332463276,1148047.5978380716,-598397.435311652,874825.0812632098,0
8045.723593755341,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,213732.74401348946,2154.7803686524953,0.0005472934572026134,-700330.7072858582,-1376.4579818245368,414362.1417017209,-1917.62248497585,-3.584546045194854,982.7459454380253,1148047.5978947338,-598397.4353116261,874825.0812915538,0
8046.243593755353,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,214850.44954018097,2152.015879617769,0.0005443474510684609,-701327.2509212743,-1378.3207271152887,414872.8027516579,-1915.2388096496418,-3.5798612372583833,981.3357390477457,1148047.597929992,-598397.4353115641,874825.0813092139,0
8046.763593755364,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,215966.7225067172,2149.258958394053,0.0005414172192104161,-702322.5567131528,-1380.181039668964,415382.73155073746,-1912.861543307839,-3.5751893499971743,979.9295915483691,1148047.5979792646,-598397.4353115279,874825.0813338683,0
8047.2835937553755,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,217081.56682368484,2146.509564313971,0.0005385129479691386,-703316.6279866537,-1382.0389261847338,415891.9302041546,-1910.490651840565,-3.5705303137072772,978.5274805719287,1148047.5980160516,-598397.4353115106,874825.0813522706,0
8047.803593755387,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,218194.9863766753,2143.767657057543,0.0005356310866773129,-704309.468045178,-1383.8943933251549,416400.40080450743,-1908.1261014310328,-3.565884059322121,977.1293839377013,1148047.5980643218,-598397.4353113298,874825.081376496,0
8048.323593755398,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,219306.9850357771,2141.033196581413,0.0005327700637280941,-705301.0801804966,-1385.7474477244473,416908.1454333207,-1905.7678584881025,-3.561250518174077,975.7352796286716,1148047.5981064306,-598397.4353111071,874825.0813976618,0
8048.823593755409,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,220374.87812366907,2138.410893368188,0.0005300398333929479,-706253.398439822,-1387.5269616063476,417395.6787241065,-1903.506234432886,-3.5568071159317074,974.3985393431212,1148047.598163693,-598397.4353106658,874825.0814265136,0
8049.34359375542,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,221484.10079672164,2135.6909249335404,0.0005272292182780802,-707242.6114387425,-1389.375302434826,417902.00533543166,-1901.1602672555327,-3.552198315030893,973.0122028728538,1148047.5981521893,-598397.4353107339,874825.0814207278,0
8049.863593755432,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,222591.91390717367,2132.9782865298253,0.000524431758094579,-708230.6061501437,-1391.221249941527,418407.6120735627,-1898.8205095991677,-3.5476020272617577,971.6297945478634,1148047.5981321277,-598397.4353106486,874825.0814107395,0
8050.383593755443,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,223698.32124299114,2130.2729393381305,0.0005216559511609375,-709217.3857956302,-1393.0648106173348,418912.500976239,-1896.486928887673,-3.5430181861416687,970.2512930455971,1148047.5981261628,-598397.4353106758,874825.0814077435,0
8050.9035937554545,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,224803.3265703899,2127.5748448094337,0.0005189069779589772,-710202.953578261,-1394.905990919376,419416.6740695607,-1894.1594927750227,-3.5384467255602714,968.8766771839046,1148047.59810397,-598397.4353107521,874825.081396609,0
8051.423593755466,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,225906.93363508768,2124.8839647053787,0.0005161768640391529,-711187.3126839119,-1396.7447972634566,419920.13336814434,-1891.8381691702107,-3.533887580033688,967.5059259618656,1148047.598065591,-598397.4353110436,874825.0813772737,0
8051.943593755477,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,227009.14616558526,2122.200261115347,0.0005134555394761264,-712170.4662844132,-1398.581236043239,420422.88087626465,-1889.522926272042,-3.5293406846500863,966.1390185292793,1148047.5980913066,-598397.4353108904,874825.0813902081,0
8052.463593755489,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,228109.96786945767,2119.523696356506,0.0005107637261971831,-713152.4175333503,-1400.415313608438,420924.9185876761,-1887.2137324449188,-3.5248059747274842,964.7759342100662,1148047.5981458407,-598397.4353107817,874825.0814175295,0
8052.9835937555,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,229209.40243333683,2116.8542329888114,0.0005080985138192773,-714133.1695664377,-1402.2470362766353,421426.2484849446,-1884.9105562601198,-3.5202833863142287,963.4166524545309,1148047.5981173057,-598397.4353108734,874825.0814032161,0
8053.503593755511,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,230307.453525492,2114.1918339962745,0.0005054414505138993,-715112.7255047204,-1404.076410336,421926.87253910664,-1882.6133666588564,-3.5157728558281605,962.0611529186506,1148047.59815742,-598397.4353107329,874825.0814233436,0
8054.023593755523,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,231404.12479835865,2111.536462501919,0.0005028108134865761,-716091.0884555103,-1405.9034420416156,422426.7927130556,-1880.3221326749808,-3.5112743201237695,960.7094153803099,1148047.5981729024,-598397.4353108725,874825.0814310149,0
8054.543593755534,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,232499.41988101462,2108.8880819576484,0.0005002060206606984,-717068.2615061474,-1407.7281376175201,422926.0109573159,-1878.0368236337727,-3.5067877165314862,959.3614197675921,1148047.5981569397,-598397.435310946,874825.0814229969,0
8055.043593755545,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,233551.29378015234,2106.3481212686447,0.0004977085045538843,-718006.7317069235,-1409.4804552689636,423405.36835396185,-1875.8449702826642,-3.502484869408611,958.0687804311958,1148047.598183523,-598397.4353107081,874825.0814364074,0
8055.563593755556,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,234643.8998867732,2103.7133486795187,0.0004951328737661242,-718981.5796345912,-1411.3005863718988,423903.2153628995,-1873.5711950432271,-3.4980214913184664,956.7280670923865,1148047.5981846913,-598397.4353106498,874825.0814370207,0
8056.083593755568,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,235735.14044652414,2101.0854603820926,0.0004925891407765448,-719955.2467180572,-1413.1183995756387,424400.36615995236,-1871.3032551924257,-3.493569862643599,955.3910371700567,1148047.5981286438,-598397.4353109343,874825.0814088547,0
8056.603593755579,phase0-forces,E,nominal,Kerbin,3531599999999.9995,600000.0,26876.376953125,0.0,1480000.125,315.0,236825.01901527273,2098.464420958524,0.0004900490748696029,-720927.7359832928,-1414.9339009733171,424896.8226545956,-1869.041121006319,-3.4891299227274435,954.0576712068402,1148047.5981248873,-598397.4353108228,874825.0814070323,0
