mission_time_s,altitude_m,surface_speed_ms,orbital_speed_ms,vertical_speed_ms,horizontal_speed_ms,pitch_deg,dynamic_pressure_pa,total_mass_kg,thrust_kn,twr,isp_s,current_stage_deltav_ms,total_remaining_deltav_ms,apoapsis_m,periapsis_m
7.86,77.78,0.0,0.0,0.0,0.0,89.97,3.71,58437734.38,1262.78,0.002,233.7,3131.64,3131.64,78.12,-598435.34
8.1,78.78,0.0,0.0,0.0,0.0,89.97,17.29,58287242.19,1311.01,0.002,233.7,3141.38,3141.38,80.37,-598435.4
8.3,80.18,0.0,0.0,0.0,0.0,89.97,36.88,58159718.75,1316.65,0.002,233.71,3141.38,3136.92,83.57,-598435.46
8.5,82.09,0.0,0.0,0.0,0.0,89.95,64.01,58031910.16,1317.68,0.002,233.72,3136.92,3132.55,87.98,-598435.52
8.7,84.52,0.0,0.0,0.0,0.0,89.96,98.73,57904054.69,1317.96,0.002,233.73,3132.55,3128.16,93.6,-598435.58
8.9,87.47,0.0,0.0,0.0,0.0,89.97,141.09,57776195.31,1318.05,0.002,233.74,3128.16,3128.16,100.46,-598435.63
9.1,90.94,0.0,0.0,0.0,0.0,90.0,191.17,57648328.12,1318.15,0.002,233.76,3123.33,3123.33,108.55,-598435.68
9.3,94.94,0.0,0.0,0.0,0.0,89.97,249.03,57520464.84,1318.27,0.002,233.77,3118.96,3118.96,117.88,-598435.72
9.5,99.46,0.0,0.0,0.0,0.0,89.97,314.74,57392601.56,1318.41,0.002,233.8,3114.18,3114.18,128.48,-598435.76
9.7,104.51,0.0,0.0,0.0,0.0,90.0,388.35,57264738.28,1318.56,0.002,233.82,3109.85,3109.85,140.34,-598435.8
9.9,110.09,0.0,0.0,0.0,0.0,90.0,469.92,57136875.0,1318.73,0.002,233.84,3105.54,3105.54,153.47,-598435.83
10.1,116.2,0.0,0.0,0.0,0.0,89.97,559.52,57009007.81,1318.91,0.002,233.87,3100.82,3100.82,167.9,-598435.86
10.3,122.85,0.0,0.0,0.0,0.0,90.0,657.19,56881144.53,1319.11,0.002,233.9,3096.55,3096.55,183.62,-598435.9
10.5,130.03,0.0,0.0,0.0,0.0,89.98,762.97,56753281.25,1319.33,0.002,233.94,3091.87,3091.87,200.65,-598435.93
10.7,137.75,0.0,0.0,0.0,0.0,89.98,876.92,56625414.06,1319.56,0.002,233.97,3087.64,3087.64,218.99,-598435.96
10.9,146.01,0.0,0.0,0.0,0.0,89.98,999.08,56497554.69,1319.81,0.002,234.01,3083.0,3083.0,238.67,-598435.99
11.1,154.81,0.0,0.0,0.0,0.0,90.0,1129.48,56369691.41,1320.07,0.002,234.05,3078.81,3078.81,259.68,-598436.02
11.3,164.15,0.0,0.0,0.0,0.0,90.0,1268.17,56241824.22,1320.36,0.002,234.1,3074.63,3074.63,282.04,-598436.06
11.46,172.02,0.0,0.0,0.0,0.0,90.0,1385.09,56139531.25,1320.59,0.002,234.13,3070.06,3070.06,303.33,-598436.1
11.62,180.24,0.0,0.0,0.0,0.0,90.0,1507.36,56037242.19,1320.84,0.002,234.17,3070.06,3065.91,320.66,-598436.13
11.78,188.81,0.0,0.0,0.0,0.0,90.0,1634.97,55934953.12,1321.1,0.002,234.21,3065.91,3065.91,341.28,-598436.16
11.94,197.74,0.0,0.0,0.0,0.0,90.0,1767.93,55832660.16,1321.36,0.002,234.25,3061.37,3061.37,362.79,-598436.2
12.1,207.01,0.0,0.0,0.0,0.0,89.97,1906.27,55730375.0,1321.64,0.002,234.29,3057.26,3057.26,385.19,-598436.23
12.26,216.64,0.0,0.0,0.0,0.0,89.98,2049.98,55628078.12,1321.93,0.002,234.34,3053.17,3053.17,408.49,-598436.26
12.42,226.63,0.0,0.0,0.0,0.0,90.0,2199.07,55525789.06,1322.23,0.002,234.38,3053.17,3053.17,432.69,-598436.29
12.58,236.97,0.0,0.0,0.0,0.0,90.0,2353.56,55423500.0,1322.54,0.002,234.43,3048.69,3048.69,457.8,-598436.31
12.74,247.67,0.0,0.0,0.0,0.0,89.98,2513.43,55321203.12,1322.86,0.002,234.48,3044.63,3044.63,483.82,-598436.34
12.9,258.73,0.0,0.0,0.0,0.0,90.0,2678.7,55218917.97,1323.18,0.002,234.53,3040.18,3040.18,510.77,-598436.37
13.06,270.15,0.0,0.0,0.0,0.0,89.97,2849.37,55116621.09,1323.52,0.002,234.58,3040.18,3040.18,538.63,-598436.39
13.22,281.92,0.0,0.0,0.0,0.0,90.0,3025.43,55014332.03,1323.87,0.002,234.64,3036.15,3036.15,567.43,-598436.41
13.38,294.06,0.0,0.0,0.0,0.0,89.97,3206.88,54912039.06,1324.23,0.002,234.69,3031.73,3031.73,597.16,-598436.44
13.54,306.57,0.0,0.0,0.0,0.0,90.0,3393.71,54809753.91,1324.6,0.002,234.75,3027.73,3027.73,627.83,-598436.46
13.7,319.43,0.0,0.0,0.0,0.0,90.0,3585.93,54707457.03,1324.98,0.002,234.81,3027.73,3023.74,659.45,-598436.48
13.86,332.66,0.0,0.0,0.0,0.0,89.97,3783.52,54605164.06,1325.37,0.002,234.87,3023.74,3023.74,692.02,-598436.51
14.02,346.25,0.0,0.0,0.0,0.0,90.0,3986.47,54502878.91,1325.77,0.002,234.93,3019.37,3019.37,725.55,-598436.53
14.18,360.21,0.0,0.0,0.0,0.0,89.98,4194.78,54400585.94,1326.18,0.002,234.99,3015.4,3015.4,760.05,-598436.56
14.34,374.54,0.0,0.0,0.0,0.0,90.0,4408.43,54298289.06,1326.6,0.002,235.06,3015.4,3011.06,795.51,-598436.59
14.5,389.24,0.0,0.0,0.0,0.0,89.97,4627.4,54196003.91,1327.03,0.002,235.12,3011.06,3011.06,831.95,-598436.62
14.66,404.31,0.0,0.0,0.0,0.0,90.0,4851.69,54093710.94,1327.47,0.003,235.19,3007.12,3007.12,869.36,-598436.65
14.82,419.74,0.0,0.0,0.0,0.0,90.0,5081.26,53991421.88,1327.92,0.003,235.26,3003.2,3003.2,907.77,-598436.68
14.98,435.55,0.0,0.0,0.0,0.0,89.97,5316.12,53889132.81,1328.38,0.003,235.33,2998.89,2998.89,947.17,-598436.72
15.14,451.73,0.0,0.0,0.0,0.0,89.97,5556.23,53786839.84,1328.85,0.003,235.4,2998.89,2998.89,987.56,-598436.76
15.3,468.28,0.0,0.0,0.0,0.0,89.97,5801.59,53684542.97,1329.33,0.003,235.48,2994.98,2994.98,1028.96,-598436.8
15.46,485.21,0.0,0.0,0.0,0.0,89.97,6052.17,53582257.81,1329.82,0.003,235.55,2990.7,2990.7,1071.37,-598436.84
15.62,502.52,0.0,0.0,0.0,0.0,89.97,6307.96,53479964.84,1330.32,0.003,235.63,2986.81,2986.81,1114.81,-598436.88
15.78,520.2,0.0,0.0,0.0,0.0,90.0,6568.92,53377671.88,1330.83,0.003,235.7,2986.81,2986.81,1159.26,-598436.93
15.94,538.25,0.0,0.0,0.0,0.0,89.96,6835.04,53275386.72,1331.34,0.003,235.78,2982.55,2982.55,1204.75,-598436.98
16.1,556.69,0.0,0.0,0.0,0.0,89.97,7106.3,53173093.75,1331.87,0.003,235.86,2978.68,2978.68,1251.27,-598437.02
16.26,575.5,0.0,0.0,0.0,0.0,89.94,7382.56,53070800.78,1332.41,0.003,235.95,2974.66,2974.66,1298.82,-598437.85
16.42,594.7,0.0,0.0,0.0,0.0,89.55,7663.63,52968507.81,1332.95,0.003,236.03,2974.66,2970.43,1347.4,-598438.66
16.58,614.28,0.0,0.0,0.0,0.0,88.87,7949.07,52866214.84,1333.51,0.003,236.11,2970.43,2970.43,1396.97,-598438.8
16.74,634.23,0.0,0.0,0.0,0.0,87.92,8238.34,52763925.78,1334.07,0.003,236.2,2966.58,2966.58,1447.49,-598437.87
16.9,654.57,0.0,0.0,0.0,0.0,86.69,8530.75,52661636.72,1334.65,0.003,236.29,2962.36,2962.36,1498.91,-598435.43
17.06,675.29,0.0,0.0,0.0,0.0,85.23,8825.25,52559343.75,1335.23,0.003,236.38,2958.65,2958.65,1551.11,-598430.61
17.22,696.38,0.0,0.0,0.0,0.0,83.85,9120.64,52457054.69,1335.82,0.003,236.47,2958.65,2958.65,1603.98,-598422.31
17.38,717.84,0.0,0.0,0.0,0.0,82.65,9417.52,52354761.72,1336.42,0.003,236.56,2954.83,2954.83,1657.57,-598411.96
17.54,739.68,0.0,0.0,0.0,0.0,81.6,9716.08,52252468.75,1337.03,0.003,236.65,2950.63,2950.63,1711.86,-598399.74
17.7,761.88,0.0,0.0,0.0,0.0,80.69,10016.59,52150175.78,1337.64,0.003,236.75,2946.82,2946.82,1766.89,-598385.88
17.86,784.44,0.0,0.0,0.0,0.0,79.9,10319.21,52047886.72,1338.27,0.003,236.84,2946.82,2946.82,1822.64,-598370.48
18.02,807.37,0.0,0.0,0.0,0.0,79.25,10624.07,51945601.56,1338.9,0.003,236.94,2942.61,2942.61,1879.13,-598353.61
18.18,830.66,0.0,0.0,0.0,0.0,78.76,10931.68,51843304.69,1339.54,0.003,237.04,2938.77,2938.77,1936.38,-598335.55
18.34,854.31,0.0,0.0,0.0,0.0,78.46,11242.69,51741015.62,1340.19,0.003,237.13,2934.57,2934.57,1994.49,-598316.66
18.5,878.32,0.0,0.0,0.0,0.0,78.34,11557.78,51638726.56,1340.85,0.003,237.23,2934.57,2930.75,2053.51,-598297.34
18.66,902.69,0.0,0.0,0.0,0.0,78.39,11877.69,51536433.59,1341.51,0.003,237.33,2930.75,2930.75,2113.55,-598277.97
18.82,927.42,0.0,0.0,0.0,0.0,78.61,12203.1,51434136.72,1342.18,0.003,237.44,2926.93,2926.93,2174.71,-598258.94
18.98,952.52,0.0,0.0,0.0,0.0,78.97,12534.58,51331851.56,1342.86,0.003,237.54,2922.74,2922.74,2237.09,-598240.57
19.14,977.99,0.0,0.0,0.0,0.0,79.43,12872.57,51229558.59,1343.55,0.003,237.64,2918.93,2918.93,2300.78,-598223.11
19.3,1003.83,0.0,0.0,0.0,0.0,79.97,13217.34,51127269.53,1344.24,0.003,237.75,2918.93,2918.93,2365.84,-598206.76
19.46,1030.05,0.0,0.0,0.0,0.0,80.43,13569.56,51024976.56,1344.94,0.003,237.86,2914.55,2914.55,2432.44,-598192.55
19.62,1056.65,0.0,0.0,0.0,0.0,80.58,13927.68,50922683.59,1345.65,0.003,237.96,2910.76,2910.76,2500.4,-598179.31
19.78,1083.64,0.0,0.0,0.0,0.0,80.43,14290.26,50820394.53,1346.37,0.003,238.07,2906.93,2906.93,2569.52,-598166.09
19.94,1111.01,0.0,0.0,0.0,0.0,79.98,14656.13,50718101.56,1347.09,0.003,238.18,2906.93,2906.93,2639.64,-598152.31
20.1,1138.76,0.0,0.0,0.0,0.0,79.45,15023.4,50615812.5,1347.82,0.003,238.29,2902.86,2902.86,2710.44,-598136.16
20.26,1166.89,0.0,0.0,0.0,0.0,79.0,15392.87,50513519.53,1348.56,0.003,238.4,2899.01,2899.01,2782.09,-598118.93
20.42,1195.41,0.0,0.0,0.0,0.0,78.66,15764.84,50411230.47,1349.3,0.003,238.52,2894.78,2894.78,2854.63,-598100.81
20.58,1224.3,0.0,0.0,0.0,0.0,78.43,16139.78,50308937.5,1350.06,0.003,238.63,2894.78,2890.93,2928.14,-598082.04
20.74,1253.58,0.0,0.0,0.0,0.0,78.33,16518.21,50206648.44,1350.81,0.003,238.75,2890.93,2890.93,3002.69,-598062.9
20.9,1283.23,0.0,0.0,0.0,0.0,78.27,16901.27,50104355.47,1351.58,0.003,238.86,2886.56,2886.56,3078.53,-598044.41
21.06,1313.27,0.0,0.0,0.0,0.0,77.95,17288.35,50002066.41,1352.35,0.003,238.98,2882.7,2882.7,3155.6,-598026.42
21.22,1343.7,0.0,0.0,0.0,0.0,77.35,17677.27,49899773.44,1353.13,0.003,239.1,2878.83,2878.83,3233.53,-598007.46
21.38,1374.5,0.0,0.0,0.0,0.0,76.54,18065.91,49797484.38,1353.91,0.003,239.21,2878.83,2878.83,3311.94,-597986.23
21.54,1405.68,0.0,0.0,0.0,0.0,75.77,18453.69,49695191.41,1354.7,0.003,239.33,2874.71,2874.71,3390.72,-597962.57
21.7,1437.24,0.0,0.0,0.0,0.0,75.07,18841.37,49592898.44,1355.5,0.003,239.45,2870.83,2870.83,3470.0,-597937.17
21.86,1469.16,0.0,0.0,0.0,0.0,74.47,19228.93,49490609.38,1356.3,0.003,239.57,2866.54,2866.54,3549.75,-597909.97
22.02,1501.44,0.0,0.0,0.0,0.0,73.98,19617.38,49388320.31,1357.11,0.003,239.7,2866.54,2866.54,3630.13,-597881.49
22.18,1534.09,0.0,0.0,0.0,0.0,73.6,20007.24,49286027.34,1357.92,0.003,239.82,2862.63,2862.63,3711.21,-597852.0
22.34,1567.1,0.0,0.0,0.0,0.0,73.3,20398.95,49183738.28,1358.74,0.003,239.94,2858.72,2858.72,3793.09,-597821.72
22.5,1600.47,0.0,0.0,0.0,0.0,73.07,20792.92,49081445.31,1359.57,0.003,240.07,2854.39,2854.39,3875.83,-597790.87
22.66,1634.21,0.0,0.0,0.0,0.0,72.9,21189.5,48979152.34,1360.39,0.003,240.19,2854.39,2850.45,3959.5,-597759.62
22.82,1668.3,0.0,0.0,0.0,0.0,72.79,21588.99,48876863.28,1361.23,0.003,240.32,2850.45,2850.45,4044.19,-597728.13
22.98,1702.76,0.0,0.0,0.0,0.0,72.72,21991.62,48774574.22,1362.07,0.003,240.44,2846.1,2846.1,4129.94,-597696.52
23.14,1737.58,0.0,0.0,0.0,0.0,72.68,22397.58,48672281.25,1362.91,0.003,240.57,2842.12,2842.12,4216.81,-597664.89
23.3,1772.76,0.0,0.0,0.0,0.0,72.68,22806.99,48569988.28,1363.75,0.003,240.7,2842.12,2837.74,4304.87,-597633.34
23.46,1808.31,0.0,0.0,0.0,0.0,72.7,23219.98,48467699.22,1364.61,0.003,240.82,2837.74,2837.74,4394.15,-597601.92
23.62,1844.23,0.0,0.0,0.0,0.0,72.75,23636.61,48365406.25,1365.46,0.003,240.95,2833.74,2833.74,4484.71,-597570.7
23.78,1880.52,0.0,0.0,0.0,0.0,72.8,24056.93,48263117.19,1366.32,0.003,241.08,2829.72,2829.72,4576.58,-597539.7
23.94,1917.19,0.0,0.0,0.0,0.0,72.88,24480.95,48160824.22,1367.19,0.003,241.21,2825.28,2825.28,4669.8,-597508.96
24.1,1954.23,0.0,0.0,0.0,0.0,72.86,24909.42,48058535.16,1368.06,0.003,241.34,2825.28,2825.28,4764.67,-597479.23
24.18,1972.89,0.0,0.0,0.0,0.0,72.8,25124.0,48007390.62,1368.49,0.003,241.41,2821.23,2821.23,4812.37,-597463.88
24.32,2005.77,0.0,0.0,0.0,0.0,72.71,25500.65,47917882.81,1369.26,0.003,241.52,2821.23,2821.23,4896.52,-597436.94
24.48,2043.71,0.0,0.0,0.0,0.0,72.65,25933.03,47815593.75,1370.14,0.003,241.65,2816.76,2816.76,4993.76,-597406.04
24.64,2082.03,0.0,0.0,0.0,0.0,72.62,26367.54,47713300.78,1371.02,0.003,241.79,2812.67,2812.67,5092.19,-597375.12
24.8,2120.73,0.0,0.0,0.0,0.0,72.61,26804.41,47611011.72,1371.91,0.003,241.92,2808.57,2808.57,5191.87,-597344.27
24.96,2159.81,0.0,0.0,0.0,0.0,72.64,27243.83,47508718.75,1372.8,0.003,242.05,2808.57,2804.04,5292.88,-597313.53
25.12,2199.28,0.0,0.0,0.0,0.0,72.69,27685.92,47406425.78,1373.7,0.003,242.19,2804.04,2804.04,5395.27,-597282.95
25.28,2239.13,0.0,0.0,0.0,0.0,72.76,28130.76,47304136.72,1374.59,0.003,242.32,2799.9,2799.9,5499.09,-597252.57
25.44,2279.38,0.0,0.0,0.0,0.0,72.85,28578.42,47201847.66,1375.5,0.003,242.45,2795.32,2795.32,5604.38,-597222.42
25.6,2320.01,0.0,0.0,0.0,0.0,72.95,29028.77,47099554.69,1376.4,0.003,242.59,2791.15,2791.15,5711.17,-597192.51
25.76,2361.04,0.0,0.0,0.0,0.0,73.07,29481.69,46997261.72,1377.31,0.003,242.73,2791.15,2791.15,5819.49,-597162.86
25.92,2402.47,0.0,0.0,0.0,0.0,73.19,29937.14,46894972.66,1378.22,0.003,242.86,2786.53,2786.53,5929.36,-597133.49
26.08,2444.29,0.0,0.0,0.0,0.0,73.32,30395.1,46792679.69,1379.14,0.003,243.0,2782.31,2782.31,6040.83,-597104.38
26.24,2486.52,0.0,0.0,0.0,0.0,73.46,30855.49,46690386.72,1380.06,0.003,243.13,2778.07,2778.07,6153.91,-597075.56
26.4,2529.16,0.0,0.0,0.0,0.0,73.61,31318.24,46588097.66,1380.98,0.003,243.27,2778.07,2778.07,6268.63,-597047.0
26.56,2572.2,0.0,0.0,0.0,0.0,73.76,31783.28,46485808.59,1381.91,0.003,243.41,2773.38,2773.38,6385.04,-597018.73
26.72,2615.66,0.0,0.0,0.0,0.0,73.92,32250.5,46383515.62,1382.84,0.003,243.55,2769.1,2769.1,6503.14,-596990.75
26.88,2659.53,0.0,0.0,0.0,0.0,74.09,32719.79,46281222.66,1383.77,0.003,243.69,2764.36,2764.36,6622.97,-596963.04
27.04,2703.82,0.0,0.0,0.0,0.0,74.26,33190.63,46178933.59,1384.71,0.003,243.83,2764.36,2760.03,6744.5,-596935.62
27.2,2748.53,0.0,0.0,0.0,0.0,74.43,33662.73,46076640.62,1385.65,0.003,243.97,2760.03,2760.03,6867.72,-596908.47
27.36,2793.67,0.0,0.0,0.0,0.0,74.59,34135.96,45974351.56,1386.59,0.003,244.11,2755.69,2755.69,6992.65,-596881.56
27.52,2839.22,0.0,0.0,0.0,0.0,74.75,34609.88,45872062.5,1387.53,0.003,244.25,2750.88,2750.88,7119.25,-596854.88
27.68,2885.21,0.0,0.0,0.0,0.0,74.9,35083.72,45769769.53,1388.48,0.003,244.39,2746.48,2746.48,7247.46,-596828.41
27.84,2931.63,0.0,0.0,0.0,0.0,75.03,35556.63,45667476.56,1389.43,0.003,244.53,2746.48,2746.48,7377.18,-596802.11
28.0,2978.47,0.0,0.0,0.0,0.0,75.15,36027.69,45565187.5,1390.38,0.003,244.67,2741.61,2741.61,7508.32,-596775.95
28.16,3025.75,0.0,0.0,0.0,0.0,75.26,36495.89,45462894.53,1391.34,0.003,244.81,2737.17,2737.17,7640.75,-596749.92
28.32,3073.46,0.0,0.0,0.0,0.0,75.35,36960.16,45360605.47,1392.29,0.003,244.95,2732.25,2732.25,7774.36,-596724.02
28.48,3121.6,0.0,0.0,0.0,0.0,75.41,37419.73,45258316.41,1393.25,0.003,245.1,2732.25,2732.25,7909.05,-596698.18
28.64,3170.17,0.0,0.0,0.0,0.0,75.44,37873.84,45156023.44,1394.21,0.003,245.24,2727.75,2727.75,8044.7,-596672.33
28.8,3219.16,0.0,0.0,0.0,0.0,75.44,38321.64,45053730.47,1395.18,0.003,245.38,2723.23,2723.23,8181.18,-596646.41
28.96,3268.58,0.0,0.0,0.0,0.0,75.41,38762.28,44951437.5,1396.14,0.003,245.52,2718.22,2718.22,8318.36,-596620.37
29.12,3318.42,0.0,0.0,0.0,0.0,75.35,39195.05,44849148.44,1397.11,0.003,245.67,2718.22,2713.64,8456.13,-596594.16
29.28,3368.68,0.0,0.0,0.0,0.0,75.28,39619.27,44746855.47,1398.08,0.003,245.81,2713.64,2713.64,8594.38,-596567.75
29.44,3419.35,0.0,0.0,0.0,0.0,75.19,40034.19,44644566.41,1399.04,0.003,245.95,2708.58,2708.58,8732.99,-596541.14
29.6,3470.44,0.0,0.0,0.0,0.0,75.1,40439.1,44542277.34,1400.01,0.003,246.1,2703.94,2703.94,8871.85,-596514.35
29.76,3521.93,0.0,0.0,0.0,0.0,75.01,40833.35,44439984.38,1400.98,0.003,246.24,2699.27,2699.27,9010.87,-596487.42
29.92,3573.81,0.0,0.0,0.0,0.0,74.93,41216.39,44337695.31,1401.96,0.003,246.38,2699.27,2699.27,9149.96,-596460.38
30.08,3626.1,0.0,0.0,0.0,0.0,74.87,41587.79,44235402.34,1402.93,0.003,246.53,2694.11,2694.11,9289.06,-596433.29
30.24,3678.77,0.0,0.0,0.0,0.0,74.81,41947.32,44133113.28,1403.9,0.003,246.67,2689.38,2689.38,9428.14,-596406.2
30.4,3731.83,0.0,0.0,0.0,0.0,74.77,42294.88,44030820.31,1404.87,0.003,246.81,2684.14,2684.14,9567.18,-596379.17
30.56,3785.27,0.0,0.0,0.0,0.0,74.75,42630.6,43928527.34,1405.84,0.003,246.96,2684.14,2684.14,9706.2,-596352.23
30.72,3839.09,0.0,0.0,0.0,0.0,74.73,42954.79,43826238.28,1406.81,0.003,247.1,2679.35,2679.35,9845.24,-596325.42
30.88,3893.28,0.0,0.0,0.0,0.0,74.73,43267.93,43723945.31,1407.78,0.003,247.24,2674.04,2674.04,9984.36,-596298.75
31.04,3947.83,0.0,0.0,0.0,0.0,74.72,43570.71,43621656.25,1408.75,0.003,247.39,2669.18,2669.18,10123.65,-596272.22
31.2,4002.75,0.0,0.0,0.0,0.0,74.72,43863.93,43519363.28,1409.72,0.003,247.53,2669.18,2664.28,10263.22,-596245.82
31.36,4058.03,0.0,0.0,0.0,0.0,74.7,44148.59,43417070.31,1410.68,0.003,247.67,2664.28,2664.28,10403.21,-596219.49
31.52,4113.66,0.0,0.0,0.0,0.0,74.68,44425.85,43314781.25,1411.65,0.003,247.81,2658.86,2658.86,10543.76,-596193.19
31.68,4169.66,0.0,0.0,0.0,0.0,74.66,44696.98,43212488.28,1412.61,0.003,247.96,2653.89,2653.89,10685.06,-596166.85
31.84,4226.01,0.0,0.0,0.0,0.0,74.62,44963.35,43110199.22,1413.58,0.003,248.1,2653.89,2648.39,10827.31,-596140.4
32.0,4282.72,0.0,0.0,0.0,0.0,74.58,45225.61,43007906.25,1414.54,0.003,248.24,2648.39,2648.39,10970.61,-596113.79
32.16,4339.79,0.0,0.0,0.0,0.0,74.53,45483.91,42905617.19,1415.5,0.003,248.38,2643.35,2643.35,11114.99,-596087.0
32.32,4397.22,0.0,0.0,0.0,0.0,74.49,45738.45,42803324.22,1416.45,0.003,248.52,2638.27,2638.27,11260.48,-596059.99
32.48,4455.01,0.0,0.0,0.0,0.0,74.44,45989.39,42701035.16,1417.41,0.003,248.66,2632.65,2632.65,11407.14,-596032.74
32.64,4513.15,0.0,0.0,0.0,0.0,74.4,46236.9,42598742.19,1418.36,0.003,248.8,2632.65,2632.65,11555.01,-596005.26
32.8,4571.66,0.0,0.0,0.0,0.0,74.36,46481.12,42496449.22,1419.32,0.003,248.94,2627.5,2627.5,11704.12,-595977.54
32.96,4630.53,0.0,0.0,0.0,0.0,74.22,46721.74,42394164.06,1420.27,0.003,249.08,2621.7,2621.7,11854.83,-595950.35
